Component,Subcomponent,Setting/Origin,Geoform,Geoform Type,Unit Type,Definition,Literature Cited,CMECS Version,Component Code,Unit Code,IRI (NCEI base URL + Term ID),Unit ID,Unit Status,Type of Change,Implementation Guidance,Notes
Geoform Component,Geoform,Biogenic Geoform,Mollusk Reef,Fringing Mollusk Reef,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 2),"Narrow, linear reefs, which are usually lying below the marsh platform. These reefs form along the shore of tidal creeks, and they are typically intertidal (see Figure 6.5).",,1.1.2,G,g2.3.1,https://w3id.org/CMECS/CMECS_00000379,CMECS_00000379,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Mollusk Reef,Linear Mollusk Reef,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 2),"Narrow straight or sinuous, ridge-like reefs formed primarily by oysters but also by other mollusks. These are also usually intertidal. Examples of this type of reef can be found in areas with small tidal ranges such as Apalachicola Bay and Nueces Bay, Texas (see Figure 6.6).",,1.1.2,G,g2.3.2,https://w3id.org/CMECS/CMECS_00000472,CMECS_00000472,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Mollusk Reef,Patch Mollusk Reef,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 2),"Mounded, generally round or lobate reefs that have some vertical relief above the surrounding substrate. These are usually intertidal, but they can occur in subtidal settings (see Figure 6.7).",,1.1.2,G,g2.3.3,https://w3id.org/CMECS/CMECS_00000630,CMECS_00000630,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Mollusk Reef,Washed Shell Mound,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 2),"Generally linear accumulations of dead shell that form high in the intertidal zone along tidal creeks and on the landward side of barrier islands. The shells are loose, and they are usually bleached by the sun- giving them a bright appearance (see Figure 6.8).",,1.1.2,G,g2.3.4,https://w3id.org/CMECS/CMECS_00000890,CMECS_00000890,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Deep/Cold-Water Coral Reef,,CMECS Geoform Subcomponent: Biogenic Geoform (Level 1 or Level 2),"Reefs formed by deep-water azooxanthellate (i.e., lacking symbiotic algae), stony corals (Order Scleractinia). Aggregations of these colonial corals can form structures that range from small patch reefs that are several meters across, to large reefs and giant carbonate mounds up to 300 meters high and several kilometers in diameter; these reefs form over many thousands to millions of years (Roberts, Wheeler, and Freiwald 2006).","Roberts, J. M., A. J. Wheeler, and A. Freiwald. 2006. “Reefs of the Deep: The Biology and Geology of Cold-Water Coral Ecosystems.” Science 213: 543–547.",1.1.2,G,g2.4,https://w3id.org/CMECS/CMECS_00001431,CMECS_00001431,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Deep/Cold-Water Coral Reef,Biogenic Deep Coral Reef,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 1 or Level 2),"Persistent structures, formed by deep-water corals, whose growth exceeds (bio) erosion. These reefs result in local topographic highs that alter hydrodynamic and sedimentary regimes. The actual reef structure remains, often with the growing reefs on their crest or side. The coral thickets and skeletal remains trap sediments, contributing to the accretion of the reef (Roberts et al. 2009).","Roberts, J.M., A. Wheeler, A. Freiwald, and S. Cairns, S. 2009. Cold-Water Corals: the Biology and Geology of Deep-Sea Coral Habitats. Cambridge: Cambridge University Press.",1.1.2,G,g2.4.1,https://w3id.org/CMECS/CMECS_00000099,CMECS_00000099,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Deep/Cold-Water Coral Reef,Deep Coral Carbonate Mound,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 1 or Level 2),"Topographic seafloor structures that are the result of previous periods of coral growth, often with successive periods of reef development, sedimentation, and erosion. These are elevated structures, composed of coral fossils and accumulated interstitial sediments. This type includes structures variously referred to as carbonate knolls, coral banks, bio-buildups, and lithoherms. Coral carbonate mounds can take on various shapes and sizes, reaching tens of meters in height and tens of kilometers in size. They may or may not currently include biogenic reefs (Roberts et al. 2009).","Roberts, J.M., A. Wheeler, A. Freiwald, and S. Cairns, S. 2009. Cold-Water Corals: the Biology and Geology of Deep-Sea Coral Habitats. Cambridge: Cambridge University Press.",1.1.2,G,g2.4.2,https://w3id.org/CMECS/CMECS_00000228,CMECS_00000228,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Shallow/Mesophotic Coral Reef,,CMECS Geoform Subcomponent: Biogenic Geoform (Level 1 or Level 2),Light-dependent coral reefs that occur within the photic zone (the mesophotic reefs occur in the lower part of this zone at depths of 30 - 150 meters). (http://www.mesophotic.org).,,1.1.2,G,g2.5,https://w3id.org/CMECS/CMECS_00001571,CMECS_00001571,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Shallow/Mesophotic Coral Reef,Aggregate Coral Reef,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 1 or Level 2),"Continuous, high-relief coral formation that occurs in various shapes and lacks sand channels. This type includes linear coral formations that are oriented parallel to the shelf edge (Zitello et al. 2009).","Zitello, A. G., L. J. Bauer, T. A. Battista, P. W. Mueller, M. S. Kendall, and M. E. Monaco. 2009. Shallow-Water Benthic Habitats of St. John, U.S. Virgin Islands. National Oceanic and Atmospheric Administration Technical Memorandum NOS NCCOS 96. Silver Spring, MD: National Oceanic and Atmospheric Administration.",1.1.2,G,g2.5.1,https://w3id.org/CMECS/CMECS_00000005,CMECS_00000005,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Shallow/Mesophotic Coral Reef,Shallow/Mesophotic Coral Carbonate Mound,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 1 or Level 2),"Topographic seafloor structures that are the result of previous periods of coral growth, often with successive periods of reef development, sedimentation, and erosion. These are elevated structures, composed of coral fossils and accumulated interstitial sediments. This type includes structures variously referred to as carbonate knolls, coral banks, bio-buildups, and lithoherms. Coral carbonate mounds can take on various shapes and sizes, reaching tens of meters in height and tens of kilometers in size. They may or may not currently include biogenic reefs (Roberts et al. 2009).","Roberts, J.M., A. Wheeler, A. Freiwald, and S. Cairns, S. 2009. Cold-Water Corals: the Biology and Geology of Deep-Sea Coral Habitats. Cambridge: Cambridge University Press.",1.1.2,G,g2.5.2,https://w3id.org/CMECS/CMECS_00000645,CMECS_00000645,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Shallow/Mesophotic Coral Reef,Coral Head/Bomme,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 1),"Individual, massive coral colonies- usually with a boulder or mound-like shape.",,1.1.2,G,g2.5.3,https://w3id.org/CMECS/CMECS_00000786,CMECS_00000786,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Shallow/Mesophotic Coral Reef,Coral Pinnacle,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 1),"A hard, columnar structure formed primarily by the growth of hard corals and other encrusting organisms. These can occur as isolated vertical structures or in association with other pinnacles.",,1.1.2,G,g2.5.4,https://w3id.org/CMECS/CMECS_00001570,CMECS_00001570,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Shallow/Mesophotic Coral Reef,Fragile Mesophotic Coral Reef,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 1 or Level 2),Coral reef characterized by delicate branching corals and other reef organisms.,,1.1.2,G,g2.5.5,https://w3id.org/CMECS/CMECS_00001422,CMECS_00001422,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Shallow/Mesophotic Coral Reef,Fringing Coral Reef,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 1 or Level 2),Fringing coral reefs are generally linear and generally aligned with the nearby coast. They have the same general morphology as the larger barrier reefs but occur at smaller scales.,,1.1.2,G,g2.5.6,https://w3id.org/CMECS/CMECS_00000196,CMECS_00000196,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Shallow/Mesophotic Coral Reef,Halo,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 1 or Level 2),"The zone of low-relief, generally bare, sand surrounding Patch Coral Reefs. Halos are often formed by the action of grazing herbivores in the adjacent patch reef itself.",,1.1.2,G,g2.5.7,https://w3id.org/CMECS/CMECS_00000369,CMECS_00000369,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Shallow/Mesophotic Coral Reef,Linear Coral Reef,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 1 or Level 2),"These are linear coral formations that are oriented parallel to shore or the shelf edge. They follow the contours of the shore/shelf edge. This category is used for such commonly used terms as forereef, fringing reef, and shelf edge reef.",,1.1.2,G,g2.5.8,https://w3id.org/CMECS/CMECS_00000378,CMECS_00000378,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Shallow/Mesophotic Coral Reef,Patch Coral Reef,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 1 or Level 2),"Individual patch coral reefs are coral formations with circular or oblong shapes and vertical reliefs of one meter or more in relation to the surrounding seafloor. These reefs are isolated from other coral reef formations by bare sand, seagrass, rhodoliths, or other habitats- and have no organized structural axis relative to the contours of the insular shelf edge (Zitello et al. 2009).","Zitello, A. G., L. J. Bauer, T. A. Battista, P. W. Mueller, M. S. Kendall, and M. E. Monaco. 2009. Shallow-Water Benthic Habitats of St. John, U.S. Virgin Islands. National Oceanic and Atmospheric Administration Technical Memorandum NOS NCCOS 96. Silver Spring, MD: National Oceanic and Atmospheric Administration.",1.1.2,G,g2.5.9,https://w3id.org/CMECS/CMECS_00000406,CMECS_00000406,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Shallow/Mesophotic Coral Reef,Pinnacle Coral Reef,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 1 or Level 2),A reef structure formed by the aggregation of many individual pinnacles,,1.1.2,G,g2.5.10,https://w3id.org/CMECS/CMECS_00000471,CMECS_00000471,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Shallow/Mesophotic Coral Reef,Spur and Groove Coral Reef,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 1 or Level 2),"Habitat having alternating sand and coral formations that are oriented perpendicular to the shore or bank/shelf escarpment. The coral formations (spurs) of this feature typically have a high vertical relief (compared to pavement with sand channels), and they are separated from each other by 1 - 5 meters of sand or bare hardbottom (grooves)- although the height and width of these elements may vary considerably. This geoform type typically occurs in the forereef or bank/shelf escarpment zone.",,1.1.2,G,g2.5.11,https://w3id.org/CMECS/CMECS_00000629,CMECS_00000629,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Tree Fall,,CMECS Geoform Subcomponent: Biogenic Geoform (Level 2),"Tree falls are trees or woody parts that have sunk to the deep ocean floor (generally 2,000 meters or deeper) and may remain there for decades. They are colonized by a specialized group of wood-boring organisms such as xylophaga (a bivalve) and several crustaceans. Tree falls also support a suite of predators and scavengers.",,1.1.2,G,g2.6,https://w3id.org/CMECS/CMECS_00000851,CMECS_00000851,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Whale Fall,,CMECS Geoform Subcomponent: Biogenic Geoform (Level 2),"Whale carcasses that have fallen to the deep ocean floor (generally 2,000 meters or deeper), and which support a wide variety of arthropods and worms- and a limited number of fish. Whale falls can persist for decades (see Figure 6.9).",,1.1.2,G,g2.7,https://w3id.org/CMECS/CMECS_00000907,CMECS_00000907,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Worm Reef,,CMECS Geoform Subcomponent: Biogenic Geoform (Level 2),"Reefs that consist of the consolidated tubes of many individual tube worms, often of the sabellaria and serpulid genera. They may be calcareous or siliceous, and the outer surface of these reefs may support living worm communities.",,1.1.2,G,g2.8,https://w3id.org/CMECS/CMECS_00000917,CMECS_00000917,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Worm Reef,Patch Worm Reef,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 2),"These reefs are often massive, boulder-like structures separated from each other by unconsolidated sediments.",,1.1.2,G,g2.8.1,https://w3id.org/CMECS/CMECS_00000631,CMECS_00000631,Original Unit,,,
Geoform Component,Geoform,Biogenic Geoform,Worm Reef,Linear Worm Reef,CMECS Geoform Subcomponent: Biogenic Geoform Type (Level 2),Linear or bench-like reefs formed by worms in the intertidal zone.,,1.1.2,G,g2.8.2,https://w3id.org/CMECS/CMECS_00000473,CMECS_00000473,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,,,CMECS Geoform Subcomponent: Origin,"In many coastal and deep oceans, artificial structures (such as piers, breakwaters, bulkheads, berms, drilling rigs, and artificial reefs) are a significant part of the environment. The continually (or intermittently) submerged portions of features attract vagile fauna and provide attachment surfaces for plants and sessile animals. These features can also provide shelter from predators and prevailing current, and they can support niche communities that increase overall biodiversity. However, these structures can also have negative effects (such as altering natural hydrodynamic patterns, interfering with animal movement, and increasing contaminant loading into nearshore areas), and thus are often of interest to resource managers.

The same relationship between Level 1 and Level 2 geoforms prevails in this origin type as in the geologic and biogenic categories; however, due to the complexity of some of the anthropogenic structures, many more Level 2 units may be present in a single Level 1 geoform. Besides physical structures, features that are the result of human activity (such as scars and trawl marks) are included among the anthropogenic geoforms.",,1.1.2,G,g3,https://w3id.org/CMECS/CMECS_00000015,CMECS_00000015,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Aquaculture Structure,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 1 or Level 2),"These structures can take many forms: lines suspended over the sediment, floating wooden frameworks sub-tidal structures attached to the benthos such as wooden piers and platforms, and pens and enclosures (both at the surface and submerged). These structures are associated with the cultivation of fish, crustaceans, and shellfish for human use or consumption. They may be integrated into shallow water bays and ponds, or they may be deployed in deeper water. Due to their structural aspects, they can be attractive to fish and other animals. They are often sources of nutrients and, thus, have impacts on the surrounding ecology.",,1.1.2,G,g3.1,https://w3id.org/CMECS/CMECS_00000033,CMECS_00000033,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Artificial Bar,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 1),Shoal or bar constructed by human activity to influence the movement of water and tides- or reduce surface wave activity within an area.,,1.1.2,G,g3.2,https://w3id.org/CMECS/CMECS_00000039,CMECS_00000039,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Artificial Bar,Harbor Bar,CMECS Geoform Subcomponent: Anthropogenic Geoform Type (Level 1),"A bar built across the exit to a harbor, in some cases to reduce wave energy within the harbor itself.",,1.1.2,G,g3.2.1,https://w3id.org/CMECS/CMECS_00000409,CMECS_00000409,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Artificial Dike,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 1),"A raised, linear barrier intended to contain or hold back water in order to prevent flooding of adjacent land. These may be concrete or fill structures.",,1.1.2,G,g3.3,https://w3id.org/CMECS/CMECS_00000040,CMECS_00000040,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Artificial Dike,Artificial Levee,CMECS Geoform Subcomponent: Anthropogenic Geoform Type (Level 1),"(a) A dike along the side of a river channel erected to prevent overflow during floods, usually running along the channel direction and near the natural levee crests of streams. (b) An artificial embankment constructed along the bank of a watercourse or an arm of the sea to protect land from inundation (or to confine stream flow to its channel).",,1.1.2,G,g3.3.1,https://w3id.org/CMECS/CMECS_00000041,CMECS_00000041,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Artificial Reef,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),"An artificial structure placed on the ocean floor to provide a hard substrate for sea life to colonize. Artificial reefs are constructed by sinking dense materials (such as old ships and barges, concrete-ballasted tire units, concrete and steel demolition debris, and dredge rock) on the seafloor within designated reef sites.",,1.1.2,G,g3.4,https://w3id.org/CMECS/CMECS_00000042,CMECS_00000042,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Artificial Scar,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),"A gouge or deformation of the bottom, or an area where the surface of the substrate, vegetation, or other colonizing organisms have been removed by abrasion or impact. These may be temporary or permanent features.",,1.1.2,G,g3.5,https://w3id.org/CMECS/CMECS_00000043,CMECS_00000043,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Artificial Scar,Prop Scar,CMECS Geoform Subcomponent: Anthropogenic Geoform Type (Level 2),A scar that is the result of boat or ship propellers making contact with the bottom. Usually these are linear features occurring in shallow areas or shoals.,,1.1.2,G,g3.5.1,https://w3id.org/CMECS/CMECS_00000660,CMECS_00000660,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Artificial Scar,Trawling Scar,CMECS Geoform Subcomponent: Anthropogenic Geoform Type (Level 2),A groove or cleared area of the substrate that is the result of dragging nets or weights across the seafloor. These scars can extend for a long distance and may overlap older scars. They are generally associated with damage to epibenthic organic communities.,,1.1.2,G,g3.5.2,https://w3id.org/CMECS/CMECS_00000850,CMECS_00000850,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Buoy,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),"Anchored objects that float in a relatively fixed position at the water surface. Most buoys are used as navigational aids and markers for channels, but many buoys also contain scientific or other observational instruments.",,1.1.2,G,g3.6,https://w3id.org/CMECS/CMECS_00000121,CMECS_00000121,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Breakwater/Jetty,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),"Structures extending more or less perpendicularly from the shore into a body of water, which are designed to direct and confine the current or tide, to protect a harbor, or to prevent shoaling of a navigable inlet by littoral materials.",,1.1.2,G,g3.7,https://w3id.org/CMECS/CMECS_00001400,CMECS_00001400,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Breakwater/Jetty,Groin,CMECS Geoform Subcomponent: Anthropogenic Geoform Type (Level 2),A small jetty extending perpendicular from the shore designed to reduce beach erosion. Groins provide hard substrate in what is often an area dominated by unconsolidated sediments.,,1.1.2,G,g3.7.1,https://w3id.org/CMECS/CMECS_00000400,CMECS_00000400,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Breachway,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),The shoreline that is created along the channel formed by jetties.,,1.1.2,G,g3.8,https://w3id.org/CMECS/CMECS_00000118,CMECS_00000118,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Bulkhead,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),"An artificially reinforced section of the shoreline (or the structure itself). These can be composed of piles of natural material (such as rip-rap), or they may resemble walls of timbers or other substance. They may have many purposes but generally are not intended to prevent flooding of lower areas.",,1.1.2,G,g3.9,https://w3id.org/CMECS/CMECS_00000120,CMECS_00000120,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Cable Area,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 1),"An area through which one or more cables have been placed in (or on) the substrate. These areas can be navigation hazards, so they are commonly noted on nautical charts. Scarring, debris, and other features associated with cable installation or maintenance may be present.",,1.1.2,G,g3.10,https://w3id.org/CMECS/CMECS_00000126,CMECS_00000126,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Cable,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),Structures that serve as linear conduits for electricity or as supporting lines for other in-water or above-water infrastructure.,,1.1.2,G,g3.11,https://w3id.org/CMECS/CMECS_00000125,CMECS_00000125,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Canal,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 1 or Level 2),"(a) Man-made channels produced to facilitate navigation between water bodies. (b) Generally linear, dredged, closed-ended ditches that have been dug between housing units along the coast.",,1.1.2,G,g3.12,https://w3id.org/CMECS/CMECS_00000128,CMECS_00000128,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Dam,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 1 or Level 2),"An obstruction across a flow that produces a lake, pond, or other widening.",,1.1.2,G,g3.13,https://w3id.org/CMECS/CMECS_00000219,CMECS_00000219,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Dock/Pier,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),"A landing place for vessels normally oriented perpendicular to the shore with a flat surface for off-loading materials. Docks may be fixed in position through anchors or piles, or be supported by pilings or other structures.",,1.1.2,G,g3.14,https://w3id.org/CMECS/CMECS_00001439,CMECS_00001439,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Dredged/Excavated Channel,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 1 or Level 2),"A roughly linear, deep area within an existing water body formed by a dredging operation for navigation purposes (after Wells et al. 1994).","Wells, D.V., R.D. Conkwright, J.M. Hill, and M.J. Park. 1994. The Surficial Sediments of Assawoman Bay and Isle of Wight Bay, Maryland: Physical and Chemical Characteristics. Baltimore, MD: Coastal and Estuarine Geology File Report Number 94-2, Maryland Geological Survey.",1.1.2,G,g3.15,https://w3id.org/CMECS/CMECS_00001441,CMECS_00001441,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Dredge Deposit,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 1 or Level 2),"A subaqueous area that is substantially shallower than the surrounding area, which resulted from the deposition of materials from dredging and dumping.",,1.1.2,G,g3.16,https://w3id.org/CMECS/CMECS_00000254,CMECS_00000254,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Dredge Deposit,Dredge Deposit Shoal,CMECS Geoform Subcomponent: Anthropogenic Geoform Type (Level 1 or Level 2),"A subaqueous area that is substantially shallower than the surrounding area, which resulted from the deposition of materials from dredging and dumping.",,1.1.2,G,g3.16.1,https://w3id.org/CMECS/CMECS_00000256,CMECS_00000256,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Dredge Deposit,Dredge Deposit Bank,CMECS Geoform Subcomponent: Anthropogenic Geoform Type (Level 1 or Level 2),A subaerial mound or ridge (which permanently stands above the water) composed of randomly mixed sediments deposited during dredging and dumping.,,1.1.2,G,g3.16.2,https://w3id.org/CMECS/CMECS_00000255,CMECS_00000255,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Dredge Disturbance,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),"An area of the seafloor impacted by dredging activities. In this instance, the term is meant to apply to secondary scarring, smothering, or destruction of epibenthic and near-surface infaunal communities by dredging activity (rather than the direct removal of material by dredging which would be characterized under the Dredged Channel or other geoforms).",,1.1.2,G,g3.17,https://w3id.org/CMECS/CMECS_00000257,CMECS_00000257,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Drilling (Oil and Gas) Rig,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),"Large structures built to house workers and machinery needed to drill wells in the ocean bed in order to extract oil or other natural resources. They may be attached to the ocean floor, consist of an artificial island, or be floating; rigs often provide important structure and attachment points for marine animals.",,1.1.2,G,g3.18,https://w3id.org/CMECS/CMECS_00001442,CMECS_00001442,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Fill Area,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),A topographically low area into which unconsolidated material has been placed in order to raise the ground level as part of development or expansion of coastal infrastructure.,,1.1.2,G,g3.19,https://w3id.org/CMECS/CMECS_00000339,CMECS_00000339,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Fill Area,Landfill,CMECS Geoform Subcomponent: Anthropogenic Geoform Type (Level 2),A fill area where some form of solid waste is being used as the fill material.,,1.1.2,G,g3.19.1,https://w3id.org/CMECS/CMECS_00000456,CMECS_00000456,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Fish Pond,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),"These are mostly enclosed basins, usually along the shore used to trap fish. During high tide they are open to the sea but as the tide recedes they become cut off to allow capture of the trapped fish. These features may be very old and have strong cultural and archaeological significance.",,1.1.2,G,g3.20,https://w3id.org/CMECS/CMECS_00000348,CMECS_00000348,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Harbor,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 1),"A small bay or a sheltered part of a sea, lake, or other large body of water. A harbor is usually well protected (either naturally or artificially) against high waves and strong currents and serves as a safe anchorage for ships and where port facilities are present. Many smaller anthropogenic geoforms may be encountered within a harbor.",,1.1.2,G,g3.21,https://w3id.org/CMECS/CMECS_00000408,CMECS_00000408,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Lock,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),A chamber designed to lift vessels- from one water body to another- by adjusting the level of water in the chamber.,,1.1.2,G,g3.22,https://w3id.org/CMECS/CMECS_00000477,CMECS_00000477,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Lost/Discarded Fishing Gear,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),"This consists of nets, floats, weights and cabling associated with fishing activities, usually at a commercial level. This type of debris forms a serious hazard for marine life and can persist in the environment for long periods.",,1.1.2,G,g3.23,https://w3id.org/CMECS/CMECS_00001492,CMECS_00001492,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Marina/Boat Ramp,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),"A series of docks, walkways, slips, and support infrastructure (such as cables and small pipelines) for in-water storage of yachts and boats. Marinas commonly include one or more boat ramps, which consist of a sloping driveway for launching small, trailered vessels.",,1.1.2,G,g3.24,https://w3id.org/CMECS/CMECS_00001498,CMECS_00001498,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Mooring Field,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 1),"These are anchorages with many small, fixed buoys in place for securing yachts and other vessels.",,1.1.2,G,g3.25,https://w3id.org/CMECS/CMECS_00000571,CMECS_00000571,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Mosquito Ditch,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),"Straight, narrow channels that were dug to drain the upper reaches of salt marshes in order to control the populations of mosquitoes that breed there. However, draining the standing water also impacts populations of mosquito-eating fish that live in those waters (http://www.edc.uri.edu/restoration/html/intro/salt.htm).",,1.1.2,G,g3.26,https://w3id.org/CMECS/CMECS_00000574,CMECS_00000574,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Outfall/Intake,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),"Outfalls are pipelines or tunnels that discharge municipal or industrial wastewater, storm water, combined sewer overflows, cooling water, or brine effluents to a receiving water body. Intakes are pipes designed (and placed) to draw lake or seawater into a man-made pond or other facility.",,1.1.2,G,g3.27,https://w3id.org/CMECS/CMECS_00001537,CMECS_00001537,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Pilings,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),"A structure formed by piles that are long, slender columns- usually made of timber, steel, or reinforced concrete (see Figure 6.10).",,1.1.2,G,g3.28,https://w3id.org/CMECS/CMECS_00000644,CMECS_00000644,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Pipeline Area,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 1),A corridor through which one or more pipelines have been placed.,,1.1.2,G,g3.29,https://w3id.org/CMECS/CMECS_00000647,CMECS_00000647,Original Unit,,,
Geoform Component,Geoform,Anthropogenic Geoform,Rip Rap Deposit,,CMECS Geoform Subcomponent: Anthropogenic Geoform (Level 2),An accumulation of rock or boulders placed along a waterway or shoreline to reduce erosion.,,1.1.2,G,g3.30,https://w3id.org/CMECS/CMECS_00000679,CMECS_00000679,Original Unit,,,
